RID,Order,Chose_R,Loc.SameValley_Diff,Loc.City_Diff,Wealth.High_Diff,Wealth.Med_Diff,Trust.Med_Diff,Trust.High_Diff,Good.Med_Diff,Good.High_Diff,Relig.Other_Diff,Pueblo.Other_Diff,Population,Version,Age,Sex,School_Yrs,NetIncome,Type,Nonanonymous_Play,Average_Given.Out
36,13,0,0,1,1,0,0,0,-1,1,-1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,8,1,-1,1,0,0,0,0,0,1,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,12,0,0,0,1,0,-1,1,0,0,0,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,2,1,0,0,-1,0,1,0,-1,0,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,7,1,0,-1,1,0,0,0,1,-1,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,15,1,0,0,0,0,0,0,0,0,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,4,0,1,0,1,-1,-1,0,1,-1,0,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,1,0,0,0,0,0,-1,1,0,1,-1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,9,1,1,0,0,0,0,0,1,-1,-1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,18,0,1,0,0,0,-1,0,0,0,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,17,0,-1,1,0,0,1,-1,0,0,-1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,11,1,1,0,0,-1,0,0,0,1,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,16,1,0,-1,0,0,1,0,0,1,0,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
36,5,0,0,0,0,0,0,-1,-1,0,1,0,Intercultural,C,45,male,12,21870,Religion,FALSE,NA
284,1,1,-1,1,1,-1,1,0,0,-1,-1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,12,0,0,-1,0,1,-1,1,0,-1,1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,13,0,0,0,0,0,0,0,0,0,1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,10,0,-1,0,0,0,-1,0,0,0,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,2,0,-1,1,0,0,-1,1,0,0,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,3,1,1,0,0,0,1,0,0,0,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,4,1,0,1,0,0,-1,1,1,-1,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,6,1,0,0,-1,1,-1,1,-1,0,1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,7,0,0,0,0,0,1,-1,0,-1,1,1,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,8,1,-1,1,0,0,0,0,0,-1,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,9,0,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,14,0,1,0,0,0,0,0,-1,1,0,-1,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,15,1,0,0,0,1,1,-1,-1,1,-1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,16,0,0,-1,0,0,0,0,-1,0,1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
284,18,1,0,0,0,0,0,0,0,0,1,0,Intercultural,A,45,male,5,1160,Religion,TRUE,2.666666667
113,4,0,0,-1,-1,1,0,0,0,-1,0,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,5,1,0,1,0,0,0,0,1,0,-1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,2,1,-1,0,0,-1,-1,1,0,0,1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,7,0,0,1,1,-1,1,-1,0,0,0,1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,13,1,0,1,-1,1,0,0,0,-1,-1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,1,0,0,1,-1,1,0,1,1,-1,-1,1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,10,1,1,-1,0,0,-1,1,0,0,1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,15,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,12,1,0,-1,1,-1,1,0,1,0,-1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,17,0,1,-1,0,0,0,0,0,-1,1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,6,0,0,-1,1,-1,1,-1,0,0,-1,1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,16,1,1,0,0,0,1,0,0,0,0,-1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,14,0,0,0,0,0,0,0,0,0,1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,3,0,0,0,1,-1,-1,1,-1,0,1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,18,1,1,-1,0,0,0,0,0,1,0,-1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,8,1,0,0,1,0,1,0,1,0,0,-1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,11,0,1,0,0,-1,0,0,0,1,-1,0,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
113,9,1,0,0,-1,1,0,0,-1,1,0,1,Intercultural,E,45,fem,12,1550,Religion,TRUE,2.333333333
262,8,0,-1,1,0,0,0,0,0,-1,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,16,0,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,17,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,18,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,3,0,1,0,0,0,1,0,0,0,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,4,0,0,1,0,0,-1,1,1,-1,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,5,0,1,0,0,0,0,1,0,1,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,1,0,-1,1,1,-1,1,0,0,-1,1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,10,0,-1,0,0,0,-1,0,0,0,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,6,0,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,13,0,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,15,0,0,0,0,1,1,-1,-1,1,1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,12,0,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
262,7,1,0,0,0,0,1,-1,0,-1,-1,1,Intercultural,B,30,fem,3,3200,Religion,FALSE,0
47,14,1,0,1,0,0,1,-1,-1,1,0,1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,7,0,0,-1,1,0,0,0,1,-1,-1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,9,0,1,0,0,0,0,0,1,-1,1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,17,1,-1,1,0,0,1,-1,0,0,1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,10,0,-1,0,1,0,1,-1,1,-1,-1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,16,1,0,-1,0,0,1,0,0,1,0,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,8,1,-1,1,0,0,0,0,0,1,-1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,5,0,0,0,0,0,0,-1,-1,0,-1,1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,18,0,1,0,0,0,-1,0,0,0,-1,-1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,4,0,1,0,1,-1,-1,0,1,-1,0,1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,2,1,0,0,-1,0,1,0,-1,0,-1,-1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,3,1,1,-1,0,0,0,-1,-1,1,0,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,1,0,0,0,0,0,-1,1,0,1,1,1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,12,1,0,0,1,0,-1,1,0,0,0,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,13,1,0,1,1,0,0,0,-1,1,1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,6,0,-1,0,-1,0,0,-1,0,0,1,1,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,15,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
47,11,1,1,0,0,-1,0,0,0,1,-1,0,Intercultural,C,50,male,6,1760,Pueblo,FALSE,3
148,17,0,1,-1,0,0,0,0,0,-1,1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,5,1,0,1,0,0,0,0,1,0,-1,1,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,2,0,-1,0,0,-1,-1,1,0,0,1,1,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,16,1,1,0,0,0,1,0,0,0,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,4,0,0,-1,-1,1,0,0,0,-1,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,10,0,1,-1,0,0,-1,1,0,0,1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,18,1,1,-1,0,0,0,0,0,1,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,12,1,0,-1,1,-1,1,0,1,0,-1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,13,0,0,1,-1,1,0,0,0,-1,-1,-1,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,7,0,0,1,1,-1,1,-1,0,0,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,1,1,0,1,-1,1,0,1,1,-1,-1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,11,1,1,0,0,-1,0,0,0,1,-1,-1,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,3,0,0,0,1,-1,-1,1,-1,0,1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,6,1,0,-1,1,-1,1,-1,0,0,-1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,8,1,0,0,1,0,1,0,1,0,0,1,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,14,0,0,0,0,0,0,0,0,0,1,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,9,1,0,0,-1,1,0,0,-1,1,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
148,15,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,E,35,fem,6,1700,Religion,TRUE,2.666666667
249,2,0,-1,1,0,0,-1,1,0,0,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,16,1,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,15,0,0,0,0,1,1,-1,-1,1,1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,18,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,10,1,-1,0,0,0,-1,0,0,0,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,8,0,-1,1,0,0,0,0,0,-1,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,1,0,-1,1,1,-1,1,0,0,-1,1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,7,1,0,0,0,0,1,-1,0,-1,-1,1,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,9,0,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,3,0,1,0,0,0,1,0,0,0,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,13,0,0,0,0,0,0,0,0,0,-1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,4,0,0,1,0,0,-1,1,1,-1,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,12,1,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,6,1,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
249,11,1,0,0,1,-1,0,0,1,-1,0,0,Intercultural,A,30,fem,8,3000,Religion,TRUE,NA
6,18,1,1,-1,0,0,0,0,0,1,0,-1,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,6,0,0,-1,1,-1,1,-1,0,0,-1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,4,1,0,-1,-1,1,0,0,0,-1,0,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,14,1,0,0,0,0,0,0,0,0,1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,8,1,0,0,1,0,1,0,1,0,0,-1,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,15,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,3,0,0,0,1,-1,-1,1,-1,0,1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,10,1,1,-1,0,0,-1,1,0,0,1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,17,0,1,-1,0,0,0,0,0,-1,1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,1,0,0,1,-1,1,0,1,1,-1,-1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,11,0,1,0,0,-1,0,0,0,1,-1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,2,1,-1,0,0,-1,-1,1,0,0,1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,9,0,0,0,-1,1,0,0,-1,1,0,1,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,5,1,0,1,0,0,0,0,1,0,-1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,16,1,1,0,0,0,1,0,0,0,0,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,13,1,0,1,-1,1,0,0,0,-1,-1,1,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,12,0,0,-1,1,-1,1,0,1,0,-1,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
6,7,1,0,1,1,-1,1,-1,0,0,0,0,Intercultural,E,20,fem,15,4780,Religion,FALSE,NA
192,4,1,1,0,1,-1,-1,0,1,-1,0,1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,1,0,0,0,0,0,-1,1,0,1,-1,1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,16,1,0,-1,0,0,1,0,0,1,0,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,6,1,-1,0,-1,0,0,-1,0,0,-1,1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,8,0,-1,1,0,0,0,0,0,1,1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,17,1,-1,1,0,0,1,-1,0,0,-1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,2,1,0,0,-1,0,1,0,-1,0,1,-1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,18,0,1,0,0,0,-1,0,0,0,1,-1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,13,0,0,1,1,0,0,0,-1,1,-1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,14,0,0,1,0,0,1,-1,-1,1,0,1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,12,0,0,0,1,0,-1,1,0,0,0,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,7,0,0,-1,1,0,0,0,1,-1,1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,15,0,0,0,0,0,0,0,0,0,1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,10,0,-1,0,1,0,1,-1,1,-1,1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,3,0,1,-1,0,0,0,-1,-1,1,0,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,11,1,1,0,0,-1,0,0,0,1,1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,9,0,1,0,0,0,0,0,1,-1,-1,0,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
192,5,0,0,0,0,0,0,-1,-1,0,1,1,Intercultural,C,75,male,6,1500,Religion,TRUE,NA
92,15,1,0,0,0,1,1,-1,-1,1,1,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,13,1,0,0,0,0,0,0,0,0,-1,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,3,1,1,0,0,0,1,0,0,0,0,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,10,1,-1,0,0,0,-1,0,0,0,0,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,7,1,0,0,0,0,1,-1,0,-1,-1,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,4,1,0,1,0,0,-1,1,1,-1,0,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,8,1,-1,1,0,0,0,0,0,-1,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,1,0,-1,1,1,-1,1,0,0,-1,1,1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,18,0,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,6,1,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,16,0,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,5,0,1,0,0,0,0,1,0,1,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,12,0,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
92,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,50,fem,12,3640,Religion,TRUE,NA
172,9,0,-1,1,0,0,0,-1,1,-1,0,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,16,0,0,-1,0,0,0,0,-1,0,1,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,8,0,-1,1,0,0,0,0,0,-1,0,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,13,0,0,0,0,0,0,0,0,0,1,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,3,0,1,0,0,0,1,0,0,0,0,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,12,0,0,-1,0,1,-1,1,0,-1,1,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,7,0,0,0,0,0,1,-1,0,-1,1,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,18,0,0,0,0,0,0,0,0,0,1,1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,4,0,0,1,0,0,-1,1,1,-1,0,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,1,0,-1,1,1,-1,1,0,0,-1,-1,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,17,1,-1,0,-1,0,0,1,0,0,0,1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,6,1,0,0,-1,1,-1,1,-1,0,1,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,15,1,0,0,0,1,1,-1,-1,1,-1,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,14,0,1,0,0,0,0,0,-1,1,0,1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
172,10,0,-1,0,0,0,-1,0,0,0,0,-1,Intercultural,B,40,male,12,2500,Religion,TRUE,1.333333333
39,16,0,1,0,0,0,1,0,0,0,0,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,7,1,0,1,1,-1,1,-1,0,0,0,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,15,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,2,1,-1,0,0,-1,-1,1,0,0,-1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,6,1,0,-1,1,-1,1,-1,0,0,1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,13,0,0,1,-1,1,0,0,0,-1,1,1,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,9,1,0,0,-1,1,0,0,-1,1,0,1,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,17,1,1,-1,0,0,0,0,0,-1,-1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,12,1,0,-1,1,-1,1,0,1,0,1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,18,0,1,-1,0,0,0,0,0,1,0,-1,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,10,0,1,-1,0,0,-1,1,0,0,-1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,11,0,1,0,0,-1,0,0,0,1,1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,8,1,0,0,1,0,1,0,1,0,0,-1,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,1,1,0,1,-1,1,0,1,1,-1,1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,3,0,0,0,1,-1,-1,1,-1,0,-1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,14,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,4,1,0,-1,-1,1,0,0,0,-1,0,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
39,5,1,0,1,0,0,0,0,1,0,1,0,Intercultural,E,45,fem,3,2550,Religion,FALSE,NA
82,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,18,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,12,0,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,11,1,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,1,0,-1,1,1,-1,1,0,0,-1,1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,6,1,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,13,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,8,1,-1,1,0,0,0,0,0,-1,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,10,1,-1,0,0,0,-1,0,0,0,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,15,0,0,0,0,1,1,-1,-1,1,1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,4,1,0,1,0,0,-1,1,1,-1,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,7,1,0,0,0,0,1,-1,0,-1,-1,1,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,3,1,1,0,0,0,1,0,0,0,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,17,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
82,16,1,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,B,30,fem,12,12073,Religion,FALSE,NA
109,15,1,0,0,0,0,0,0,0,0,-1,-1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,8,1,-1,1,0,0,0,0,0,1,-1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,4,0,1,0,1,-1,-1,0,1,-1,0,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,9,0,1,0,0,0,0,0,1,-1,1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,18,0,1,0,0,0,-1,0,0,0,-1,1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
