RID,Order,Chose_R,Loc.SameValley_Diff,Loc.City_Diff,Wealth.High_Diff,Wealth.Med_Diff,Trust.Med_Diff,Trust.High_Diff,Good.Med_Diff,Good.High_Diff,Relig.Other_Diff,Pueblo.Other_Diff,Population,Version,Age,Sex,School_Yrs,NetIncome,Type,Nonanonymous_Play,Average_Given.Out
109,12,0,0,0,1,0,-1,1,0,0,0,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,17,0,-1,1,0,0,1,-1,0,0,1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,7,1,0,-1,1,0,0,0,1,-1,-1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,1,1,0,0,0,0,-1,1,0,1,1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,6,0,-1,0,-1,0,0,-1,0,0,1,-1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,16,1,0,-1,0,0,1,0,0,1,0,1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,14,1,0,1,0,0,1,-1,-1,1,0,-1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,13,0,0,1,1,0,0,0,-1,1,1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,3,0,1,-1,0,0,0,-1,-1,1,0,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,5,0,0,0,0,0,0,-1,-1,0,-1,-1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,10,1,-1,0,1,0,1,-1,1,-1,-1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,2,1,0,0,-1,0,1,0,-1,0,-1,0,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
109,11,1,1,0,0,-1,0,0,0,1,-1,-1,Intercultural,D,30,fem,12,8229.96,Religion,FALSE,3
240,16,1,0,0,0,0,1,0,-1,1,0,-1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,18,0,-1,0,0,-1,0,0,0,-1,1,1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,12,1,0,0,-1,1,0,0,-1,1,0,-1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,13,0,0,0,-1,0,0,-1,1,-1,1,1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,6,1,-1,1,-1,0,0,-1,1,0,1,-1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,17,0,1,-1,-1,1,0,-1,0,0,1,-1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,1,1,0,1,-1,1,-1,1,0,0,-1,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,3,0,1,0,1,0,0,-1,0,0,0,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,4,0,0,-1,1,0,-1,0,0,0,-1,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,7,0,1,-1,0,0,1,0,-1,0,0,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,11,0,0,0,0,0,-1,1,0,1,1,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,2,1,-1,0,0,0,0,0,1,-1,0,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,9,1,-1,1,0,0,1,0,-1,0,0,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,10,0,1,0,0,0,1,-1,1,0,0,1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,15,0,0,1,0,-1,-1,0,1,-1,1,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,8,1,0,0,0,0,0,0,0,0,1,0,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,14,1,0,0,1,0,0,1,-1,1,1,-1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
240,5,1,-1,1,0,-1,0,0,-1,1,0,1,Intercultural,H,65,male,3,-633,Pueblo,TRUE,3.333333333
175,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,4,0,0,1,0,0,-1,1,1,-1,0,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,10,1,-1,0,0,0,-1,0,0,0,0,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,15,1,0,0,0,1,1,-1,-1,1,1,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,12,1,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,7,0,0,0,0,0,1,-1,0,-1,-1,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,6,1,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,13,1,0,0,0,0,0,0,0,0,-1,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,16,0,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,1,0,-1,1,1,-1,1,0,0,-1,1,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,8,1,-1,1,0,0,0,0,0,-1,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,5,0,1,0,0,0,0,1,0,1,0,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,18,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
175,3,0,1,0,0,0,1,0,0,0,0,1,Intercultural,B,55,male,4,3890,Pueblo,FALSE,NA
256,12,1,0,-1,0,1,-1,1,0,-1,1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,16,1,0,-1,0,0,0,0,-1,0,1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,13,0,0,0,0,0,0,0,0,0,1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,15,0,0,0,0,1,1,-1,-1,1,-1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,8,0,-1,1,0,0,0,0,0,-1,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,3,0,1,0,0,0,1,0,0,0,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,7,0,0,0,0,0,1,-1,0,-1,1,1,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,6,0,0,0,-1,1,-1,1,-1,0,1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,10,0,-1,0,0,0,-1,0,0,0,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,4,0,0,1,0,0,-1,1,1,-1,0,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,18,1,0,0,0,0,0,0,0,0,1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
256,1,0,-1,1,1,-1,1,0,0,-1,-1,0,Intercultural,A,40,fem,12,-2400,Religion,FALSE,3
162,10,0,-1,0,1,0,1,-1,1,-1,1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,17,1,-1,1,0,0,1,-1,0,0,-1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,11,1,1,0,0,-1,0,0,0,1,1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,6,1,-1,0,-1,0,0,-1,0,0,-1,1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,9,1,1,0,0,0,0,0,1,-1,-1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,12,0,0,0,1,0,-1,1,0,0,0,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,1,1,0,0,0,0,-1,1,0,1,-1,1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,8,0,-1,1,0,0,0,0,0,1,1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,3,0,1,-1,0,0,0,-1,-1,1,0,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,16,1,0,-1,0,0,1,0,0,1,0,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,2,1,0,0,-1,0,1,0,-1,0,1,-1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,7,0,0,-1,1,0,0,0,1,-1,1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,5,0,0,0,0,0,0,-1,-1,0,1,1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,14,0,0,1,0,0,1,-1,-1,1,0,1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,4,0,1,0,1,-1,-1,0,1,-1,0,1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,13,0,0,1,1,0,0,0,-1,1,-1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,18,0,1,0,0,0,-1,0,0,0,1,-1,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
162,15,0,0,0,0,0,0,0,0,0,1,0,Intercultural,D,45,male,4,1500,Religion,TRUE,NA
239,11,1,0,0,1,-1,0,0,1,-1,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,10,1,-1,0,0,0,-1,0,0,0,0,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,6,0,0,0,-1,1,-1,1,-1,0,-1,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,18,1,0,0,0,0,0,0,0,0,-1,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,13,1,0,0,0,0,0,0,0,0,-1,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,7,1,0,0,0,0,1,-1,0,-1,-1,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,3,1,1,0,0,0,1,0,0,0,0,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,4,0,0,1,0,0,-1,1,1,-1,0,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,1,0,-1,1,1,-1,1,0,0,-1,1,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,17,0,-1,0,-1,0,0,1,0,0,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,8,0,-1,1,0,0,0,0,0,-1,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,9,1,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,15,0,0,0,0,1,1,-1,-1,1,1,1,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,16,1,0,-1,0,0,0,0,-1,0,-1,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,14,1,1,0,0,0,0,0,-1,1,0,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
239,12,1,0,-1,0,1,-1,1,0,-1,-1,0,Intercultural,B,70,male,3,250,Religion,TRUE,3
3,3,0,0,0,1,-1,-1,1,-1,0,1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,17,0,1,-1,0,0,0,0,0,-1,1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,10,0,1,-1,0,0,-1,1,0,0,1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,18,1,1,-1,0,0,0,0,0,1,0,-1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,16,1,1,0,0,0,1,0,0,0,0,-1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,9,0,0,0,-1,1,0,0,-1,1,0,1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,7,1,0,1,1,-1,1,-1,0,0,0,1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,5,1,0,1,0,0,0,0,1,0,-1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,12,1,0,-1,1,-1,1,0,1,0,-1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,1,1,0,1,-1,1,0,1,1,-1,-1,1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,8,1,0,0,1,0,1,0,1,0,0,-1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,2,0,-1,0,0,-1,-1,1,0,0,1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,15,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,11,1,1,0,0,-1,0,0,0,1,-1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,14,0,0,0,0,0,0,0,0,0,1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,4,0,0,-1,-1,1,0,0,0,-1,0,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,6,1,0,-1,1,-1,1,-1,0,0,-1,1,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
3,13,1,0,1,-1,1,0,0,0,-1,-1,0,Intercultural,E,35,male,12,6780,Religion,FALSE,NA
102,15,0,-1,0,-1,1,1,-1,0,1,1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,1,1,0,-1,0,0,-1,1,1,-1,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,6,1,0,1,0,1,0,0,0,0,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,18,1,0,0,0,1,0,0,1,0,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,3,1,0,0,0,-1,1,0,0,1,-1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,16,0,1,-1,0,0,-1,1,0,0,1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,2,0,1,0,0,0,0,0,1,-1,1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,11,1,0,1,0,0,-1,1,-1,1,0,-1,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,17,0,0,1,-1,1,0,0,0,-1,-1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,13,1,0,-1,0,0,-1,0,0,1,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,12,0,1,-1,0,1,1,0,0,0,1,-1,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,10,1,0,-1,1,-1,0,0,0,1,-1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,4,1,0,-1,0,1,-1,1,0,-1,-1,-1,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,7,1,1,-1,0,0,0,-1,1,-1,0,-1,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,5,0,0,0,1,-1,1,-1,-1,0,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,14,0,-1,0,-1,0,0,-1,0,0,1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,9,0,-1,0,0,0,0,0,-1,1,1,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
102,8,1,-1,0,0,0,-1,0,0,0,0,0,Intercultural,I,30,fem,7,-3730,Religion,FALSE,2.333333333
253,2,1,-1,1,0,0,-1,1,0,0,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,10,1,-1,0,0,0,-1,0,0,0,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,6,0,0,0,-1,1,-1,1,-1,0,1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,3,0,1,0,0,0,1,0,0,0,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,5,0,1,0,0,0,0,1,0,1,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,14,0,1,0,0,0,0,0,-1,1,0,-1,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,11,1,0,0,1,-1,0,0,1,-1,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,1,0,-1,1,1,-1,1,0,0,-1,-1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,13,0,0,0,0,0,0,0,0,0,1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,18,1,0,0,0,0,0,0,0,0,1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,9,0,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,4,1,0,1,0,0,-1,1,1,-1,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,17,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,12,0,0,-1,0,1,-1,1,0,-1,1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,8,1,-1,1,0,0,0,0,0,-1,0,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,7,1,0,0,0,0,1,-1,0,-1,1,1,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,15,1,0,0,0,1,1,-1,-1,1,-1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
253,16,0,0,-1,0,0,0,0,-1,0,1,0,Intercultural,A,25,fem,3,19270,Religion,FALSE,NA
261,10,0,-1,0,0,0,-1,0,0,0,0,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,11,0,0,0,1,-1,0,0,1,-1,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,1,0,-1,1,1,-1,1,0,0,-1,-1,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,14,1,1,0,0,0,0,0,-1,1,0,-1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,15,0,0,0,0,1,1,-1,-1,1,-1,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,13,0,0,0,0,0,0,0,0,0,1,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,3,1,1,0,0,0,1,0,0,0,0,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,4,0,0,1,0,0,-1,1,1,-1,0,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,12,0,0,-1,0,1,-1,1,0,-1,1,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,2,0,-1,1,0,0,-1,1,0,0,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,7,1,0,0,0,0,1,-1,0,-1,1,1,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,8,0,-1,1,0,0,0,0,0,-1,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,5,1,1,0,0,0,0,1,0,1,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,6,0,0,0,-1,1,-1,1,-1,0,1,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,16,0,0,-1,0,0,0,0,-1,0,1,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,9,0,-1,1,0,0,0,-1,1,-1,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,18,0,0,0,0,0,0,0,0,0,1,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
261,17,1,-1,0,-1,0,0,1,0,0,0,0,Intercultural,A,55,male,3,3520,Pueblo,TRUE,3.5
72,11,1,1,0,0,-1,0,0,0,1,-1,1,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,12,1,0,-1,1,-1,1,0,1,0,-1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,10,0,1,-1,0,0,-1,1,0,0,1,-1,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,15,0,-1,0,-1,0,0,1,0,0,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,9,0,0,0,-1,1,0,0,-1,1,0,-1,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,18,1,1,-1,0,0,0,0,0,1,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,13,1,0,1,-1,1,0,0,0,-1,-1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,16,1,1,0,0,0,1,0,0,0,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,4,1,0,-1,-1,1,0,0,0,-1,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,6,1,0,-1,1,-1,1,-1,0,0,-1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,14,0,0,0,0,0,0,0,0,0,1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,8,1,0,0,1,0,1,0,1,0,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,3,0,0,0,1,-1,-1,1,-1,0,1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,1,1,0,1,-1,1,0,1,1,-1,-1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,5,1,0,1,0,0,0,0,1,0,-1,-1,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,2,0,-1,0,0,-1,-1,1,0,0,1,-1,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,17,0,1,-1,0,0,0,0,0,-1,1,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
72,7,0,0,1,1,-1,1,-1,0,0,0,0,Moseten,F,20,fem,8,1640,Pueblo,TRUE,2
242,6,1,0,-1,1,-1,1,-1,0,0,1,-1,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,8,1,0,0,1,0,1,0,1,0,0,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,9,1,0,0,-1,1,0,0,-1,1,0,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,10,1,1,-1,0,0,-1,1,0,0,-1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,13,0,0,1,-1,1,0,0,0,-1,1,1,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,2,1,-1,0,0,-1,-1,1,0,0,-1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,12,0,0,-1,1,-1,1,0,1,0,1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,17,0,1,-1,0,0,0,0,0,-1,-1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,11,0,1,0,0,-1,0,0,0,1,1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,7,0,0,1,1,-1,1,-1,0,0,0,-1,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,18,1,1,-1,0,0,0,0,0,1,0,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,1,0,0,1,-1,1,0,1,1,-1,1,-1,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,15,1,-1,0,-1,0,0,1,0,0,0,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,16,0,1,0,0,0,1,0,0,0,0,1,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,5,0,0,1,0,0,0,0,1,0,1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,3,1,0,0,1,-1,-1,1,-1,0,-1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,4,1,0,-1,-1,1,0,0,0,-1,0,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
242,14,1,0,0,0,0,0,0,0,0,-1,0,Moseten,E,40,fem,2,1310,Pueblo,TRUE,2
52,10,1,1,-1,0,0,-1,1,0,0,1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,16,1,1,0,0,0,1,0,0,0,0,1,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,5,1,0,1,0,0,0,0,1,0,-1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,3,0,0,0,1,-1,-1,1,-1,0,1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,13,1,0,1,-1,1,0,0,0,-1,-1,1,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,7,1,0,1,1,-1,1,-1,0,0,0,-1,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,17,0,1,-1,0,0,0,0,0,-1,1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,9,0,0,0,-1,1,0,0,-1,1,0,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,4,0,0,-1,-1,1,0,0,0,-1,0,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,15,1,-1,0,-1,0,0,1,0,0,0,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,14,0,0,0,0,0,0,0,0,0,1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,2,0,-1,0,0,-1,-1,1,0,0,1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,8,1,0,0,1,0,1,0,1,0,0,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,11,1,1,0,0,-1,0,0,0,1,-1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,6,1,0,-1,1,-1,1,-1,0,0,-1,-1,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,18,1,1,-1,0,0,0,0,0,1,0,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,12,1,0,-1,1,-1,1,0,1,0,-1,0,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
52,1,1,0,1,-1,1,0,1,1,-1,-1,-1,Moseten,F,35,fem,7,4760,Pueblo,FALSE,4
226,12,1,0,0,-1,1,0,0,-1,1,0,0,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
226,7,1,1,-1,0,0,1,0,-1,0,0,-1,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
226,9,1,-1,1,0,0,1,0,-1,0,0,0,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
226,10,0,1,0,0,0,1,-1,1,0,0,0,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
226,13,0,0,0,-1,0,0,-1,1,-1,1,0,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
226,14,0,0,0,1,0,0,1,-1,1,1,0,Moseten,G,25,fem,5,500,Pueblo,FALSE,2
