"RID","Order","Chose_R","Loc.SameValley_Diff","Loc.City_Diff","Wealth.High_Diff","Wealth.Med_Diff","Trust.Med_Diff","Trust.High_Diff","Good.Med_Diff","Good.High_Diff","Relig.Other_Diff","Pueblo.Other_Diff","Population","Version","Age","Sex","School_Yrs","NetIncome"
31,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Moseten","C",45,"fem",4,820
31,9,0,1,0,0,0,0,0,1,-1,1,1,"Moseten","C",45,"fem",4,820
31,11,1,1,0,0,-1,0,0,0,1,-1,0,"Moseten","C",45,"fem",4,820
31,2,0,0,0,-1,0,1,0,-1,0,-1,0,"Moseten","C",45,"fem",4,820
31,6,0,-1,0,-1,0,0,-1,0,0,1,0,"Moseten","C",45,"fem",4,820
31,7,0,0,-1,1,0,0,0,1,-1,-1,1,"Moseten","C",45,"fem",4,820
31,8,1,-1,1,0,0,0,0,0,1,-1,0,"Moseten","C",45,"fem",4,820
31,13,0,0,1,1,0,0,0,-1,1,1,-1,"Moseten","C",45,"fem",4,820
33,17,0,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","J",30,"fem",6,-720
33,2,1,1,0,0,0,0,0,1,-1,1,0,"Moseten","J",30,"fem",6,-720
33,3,1,0,0,0,-1,1,0,0,1,-1,0,"Moseten","J",30,"fem",6,-720
33,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","J",30,"fem",6,-720
33,4,1,0,-1,0,1,-1,1,0,-1,-1,-1,"Moseten","J",30,"fem",6,-720
33,6,0,0,1,0,1,0,0,0,0,0,0,"Moseten","J",30,"fem",6,-720
33,15,0,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","J",30,"fem",6,-720
33,8,0,-1,0,0,0,-1,0,0,0,0,0,"Moseten","J",30,"fem",6,-720
33,13,1,0,-1,0,0,-1,0,0,1,0,0,"Moseten","J",30,"fem",6,-720
33,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Moseten","J",30,"fem",6,-720
33,12,1,1,-1,0,1,1,0,0,0,1,-1,"Moseten","J",30,"fem",6,-720
33,7,0,1,-1,0,0,0,-1,1,-1,0,-1,"Moseten","J",30,"fem",6,-720
33,18,1,0,0,0,1,0,0,1,0,0,0,"Moseten","J",30,"fem",6,-720
33,16,1,1,-1,0,0,-1,1,0,0,1,0,"Moseten","J",30,"fem",6,-720
33,10,0,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","J",30,"fem",6,-720
33,11,1,0,1,0,0,-1,1,-1,1,0,-1,"Moseten","J",30,"fem",6,-720
33,9,0,-1,0,0,0,0,0,-1,1,1,0,"Moseten","J",30,"fem",6,-720
33,5,0,0,0,1,-1,1,-1,-1,0,0,0,"Moseten","J",30,"fem",6,-720
36,9,1,1,0,0,0,0,0,1,-1,-1,0,"Intercultural","C",45,"male",12,21870
36,18,0,1,0,0,0,-1,0,0,0,1,0,"Intercultural","C",45,"male",12,21870
36,2,1,0,0,-1,0,1,0,-1,0,1,0,"Intercultural","C",45,"male",12,21870
36,7,1,0,-1,1,0,0,0,1,-1,1,0,"Intercultural","C",45,"male",12,21870
36,11,1,1,0,0,-1,0,0,0,1,1,0,"Intercultural","C",45,"male",12,21870
36,17,0,-1,1,0,0,1,-1,0,0,-1,0,"Intercultural","C",45,"male",12,21870
36,12,0,0,0,1,0,-1,1,0,0,0,0,"Intercultural","C",45,"male",12,21870
36,5,0,0,0,0,0,0,-1,-1,0,1,0,"Intercultural","C",45,"male",12,21870
36,4,0,1,0,1,-1,-1,0,1,-1,0,0,"Intercultural","C",45,"male",12,21870
36,15,1,0,0,0,0,0,0,0,0,1,0,"Intercultural","C",45,"male",12,21870
36,8,1,-1,1,0,0,0,0,0,1,1,0,"Intercultural","C",45,"male",12,21870
36,6,0,-1,0,-1,0,0,-1,0,0,-1,0,"Intercultural","C",45,"male",12,21870
36,13,0,0,1,1,0,0,0,-1,1,-1,0,"Intercultural","C",45,"male",12,21870
36,1,0,0,0,0,0,-1,1,0,1,-1,0,"Intercultural","C",45,"male",12,21870
36,10,1,-1,0,1,0,1,-1,1,-1,1,0,"Intercultural","C",45,"male",12,21870
36,16,1,0,-1,0,0,1,0,0,1,0,0,"Intercultural","C",45,"male",12,21870
36,14,1,0,1,0,0,1,-1,-1,1,0,0,"Intercultural","C",45,"male",12,21870
36,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Intercultural","C",45,"male",12,21870
37,12,0,0,0,-1,1,0,0,-1,1,0,0,"Moseten","G",45,"fem",12,420
37,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","G",45,"fem",12,420
37,14,0,0,0,1,0,0,1,-1,1,1,1,"Moseten","G",45,"fem",12,420
37,15,0,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","G",45,"fem",12,420
37,16,1,0,0,0,0,1,0,-1,1,0,0,"Moseten","G",45,"fem",12,420
37,8,0,0,0,0,0,0,0,0,0,1,1,"Moseten","G",45,"fem",12,420
37,6,1,-1,1,-1,0,0,-1,1,0,1,0,"Moseten","G",45,"fem",12,420
37,9,0,-1,1,0,0,1,0,-1,0,0,0,"Moseten","G",45,"fem",12,420
37,10,1,1,0,0,0,1,-1,1,0,0,0,"Moseten","G",45,"fem",12,420
37,4,1,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","G",45,"fem",12,420
37,17,0,1,-1,-1,1,0,-1,0,0,1,0,"Moseten","G",45,"fem",12,420
37,7,1,1,-1,0,0,1,0,-1,0,0,-1,"Moseten","G",45,"fem",12,420
37,3,0,1,0,1,0,0,-1,0,0,0,1,"Moseten","G",45,"fem",12,420
37,11,0,0,0,0,0,-1,1,0,1,1,0,"Moseten","G",45,"fem",12,420
37,5,0,-1,1,0,-1,0,0,-1,1,0,-1,"Moseten","G",45,"fem",12,420
37,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","G",45,"fem",12,420
37,1,1,0,1,-1,1,-1,1,0,0,-1,0,"Moseten","G",45,"fem",12,420
37,2,0,-1,0,0,0,0,0,1,-1,0,1,"Moseten","G",45,"fem",12,420
39,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","E",45,"fem",3,2550
39,11,0,1,0,0,-1,0,0,0,1,1,0,"Intercultural","E",45,"fem",3,2550
39,8,1,0,0,1,0,1,0,1,0,0,-1,"Intercultural","E",45,"fem",3,2550
39,5,1,0,1,0,0,0,0,1,0,1,0,"Intercultural","E",45,"fem",3,2550
39,14,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","E",45,"fem",3,2550
39,15,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","E",45,"fem",3,2550
39,12,1,0,-1,1,-1,1,0,1,0,1,0,"Intercultural","E",45,"fem",3,2550
39,1,1,0,1,-1,1,0,1,1,-1,1,0,"Intercultural","E",45,"fem",3,2550
39,10,0,1,-1,0,0,-1,1,0,0,-1,0,"Intercultural","E",45,"fem",3,2550
39,17,1,1,-1,0,0,0,0,0,-1,-1,0,"Intercultural","E",45,"fem",3,2550
39,3,0,0,0,1,-1,-1,1,-1,0,-1,0,"Intercultural","E",45,"fem",3,2550
39,18,0,1,-1,0,0,0,0,0,1,0,-1,"Intercultural","E",45,"fem",3,2550
39,2,1,-1,0,0,-1,-1,1,0,0,-1,0,"Intercultural","E",45,"fem",3,2550
39,16,0,1,0,0,0,1,0,0,0,0,0,"Intercultural","E",45,"fem",3,2550
39,6,1,0,-1,1,-1,1,-1,0,0,1,0,"Intercultural","E",45,"fem",3,2550
39,7,1,0,1,1,-1,1,-1,0,0,0,0,"Intercultural","E",45,"fem",3,2550
39,9,1,0,0,-1,1,0,0,-1,1,0,1,"Intercultural","E",45,"fem",3,2550
39,13,0,0,1,-1,1,0,0,0,-1,1,1,"Intercultural","E",45,"fem",3,2550
41,10,0,1,0,0,0,1,-1,1,0,0,0,"Moseten","G",30,"fem",7,-800
41,16,1,0,0,0,0,1,0,-1,1,0,0,"Moseten","G",30,"fem",7,-800
41,17,1,1,-1,-1,1,0,-1,0,0,1,1,"Moseten","G",30,"fem",7,-800
41,1,0,0,1,-1,1,-1,1,0,0,-1,-1,"Moseten","G",30,"fem",7,-800
41,2,1,-1,0,0,0,0,0,1,-1,0,0,"Moseten","G",30,"fem",7,-800
41,3,1,1,0,1,0,0,-1,0,0,0,0,"Moseten","G",30,"fem",7,-800
41,4,1,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","G",30,"fem",7,-800
41,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","G",30,"fem",7,-800
41,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","G",30,"fem",7,-800
41,14,0,0,0,1,0,0,1,-1,1,1,0,"Moseten","G",30,"fem",7,-800
41,15,1,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","G",30,"fem",7,-800
41,9,0,-1,1,0,0,1,0,-1,0,0,-1,"Moseten","G",30,"fem",7,-800
41,7,0,1,-1,0,0,1,0,-1,0,0,0,"Moseten","G",30,"fem",7,-800
41,8,1,0,0,0,0,0,0,0,0,1,0,"Moseten","G",30,"fem",7,-800
41,12,1,0,0,-1,1,0,0,-1,1,0,0,"Moseten","G",30,"fem",7,-800
41,5,1,-1,1,0,-1,0,0,-1,1,0,0,"Moseten","G",30,"fem",7,-800
41,6,0,-1,1,-1,0,0,-1,1,0,1,1,"Moseten","G",30,"fem",7,-800
41,11,1,0,0,0,0,-1,1,0,1,1,0,"Moseten","G",30,"fem",7,-800
42,12,0,0,0,-1,1,0,0,-1,1,0,0,"Moseten","H",35,"male",8,1380
42,18,1,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","H",35,"male",8,1380
42,13,1,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","H",35,"male",8,1380
42,8,1,0,0,0,0,0,0,0,0,1,1,"Moseten","H",35,"male",8,1380
42,9,1,-1,1,0,0,1,0,-1,0,0,0,"Moseten","H",35,"male",8,1380
42,17,1,1,-1,-1,1,0,-1,0,0,1,0,"Moseten","H",35,"male",8,1380
42,2,1,-1,0,0,0,0,0,1,-1,0,1,"Moseten","H",35,"male",8,1380
42,1,0,0,1,-1,1,-1,1,0,0,-1,0,"Moseten","H",35,"male",8,1380
42,3,0,1,0,1,0,0,-1,0,0,0,1,"Moseten","H",35,"male",8,1380
42,7,1,1,-1,0,0,1,0,-1,0,0,-1,"Moseten","H",35,"male",8,1380
42,6,1,-1,1,-1,0,0,-1,1,0,1,0,"Moseten","H",35,"male",8,1380
42,4,0,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","H",35,"male",8,1380
42,5,1,-1,1,0,-1,0,0,-1,1,0,-1,"Moseten","H",35,"male",8,1380
42,16,0,0,0,0,0,1,0,-1,1,0,0,"Moseten","H",35,"male",8,1380
42,14,0,0,0,1,0,0,1,-1,1,1,1,"Moseten","H",35,"male",8,1380
42,10,1,1,0,0,0,1,-1,1,0,0,0,"Moseten","H",35,"male",8,1380
42,11,1,0,0,0,0,-1,1,0,1,1,0,"Moseten","H",35,"male",8,1380
42,15,1,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","H",35,"male",8,1380
47,13,1,0,1,1,0,0,0,-1,1,1,0,"Intercultural","C",50,"male",6,1760
47,2,1,0,0,-1,0,1,0,-1,0,-1,-1,"Intercultural","C",50,"male",6,1760
47,14,1,0,1,0,0,1,-1,-1,1,0,1,"Intercultural","C",50,"male",6,1760
47,4,0,1,0,1,-1,-1,0,1,-1,0,1,"Intercultural","C",50,"male",6,1760
47,6,0,-1,0,-1,0,0,-1,0,0,1,1,"Intercultural","C",50,"male",6,1760
47,7,0,0,-1,1,0,0,0,1,-1,-1,0,"Intercultural","C",50,"male",6,1760
47,8,1,-1,1,0,0,0,0,0,1,-1,0,"Intercultural","C",50,"male",6,1760
47,5,0,0,0,0,0,0,-1,-1,0,-1,1,"Intercultural","C",50,"male",6,1760
47,17,1,-1,1,0,0,1,-1,0,0,1,0,"Intercultural","C",50,"male",6,1760
47,18,0,1,0,0,0,-1,0,0,0,-1,-1,"Intercultural","C",50,"male",6,1760
47,15,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","C",50,"male",6,1760
47,11,1,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","C",50,"male",6,1760
47,12,1,0,0,1,0,-1,1,0,0,0,0,"Intercultural","C",50,"male",6,1760
47,1,0,0,0,0,0,-1,1,0,1,1,1,"Intercultural","C",50,"male",6,1760
47,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Intercultural","C",50,"male",6,1760
47,9,0,1,0,0,0,0,0,1,-1,1,0,"Intercultural","C",50,"male",6,1760
47,16,1,0,-1,0,0,1,0,0,1,0,0,"Intercultural","C",50,"male",6,1760
47,10,0,-1,0,1,0,1,-1,1,-1,-1,0,"Intercultural","C",50,"male",6,1760
48,8,1,0,0,0,0,0,0,0,0,1,0,"Intercultural","H",30,"fem",5,4060
48,2,0,-1,0,0,0,0,0,1,-1,0,0,"Intercultural","H",30,"fem",5,4060
48,16,0,0,0,0,0,1,0,-1,1,0,0,"Intercultural","H",30,"fem",5,4060
48,15,0,0,1,0,-1,-1,0,1,-1,1,0,"Intercultural","H",30,"fem",5,4060
48,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Intercultural","H",30,"fem",5,4060
48,3,1,1,0,1,0,0,-1,0,0,0,0,"Intercultural","H",30,"fem",5,4060
48,4,0,0,-1,1,0,-1,0,0,0,-1,0,"Intercultural","H",30,"fem",5,4060
48,17,1,1,-1,-1,1,0,-1,0,0,1,0,"Intercultural","H",30,"fem",5,4060
48,1,1,0,1,-1,1,-1,1,0,0,-1,0,"Intercultural","H",30,"fem",5,4060
48,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Intercultural","H",30,"fem",5,4060
48,14,1,0,0,1,0,0,1,-1,1,1,0,"Intercultural","H",30,"fem",5,4060
48,9,0,-1,1,0,0,1,0,-1,0,0,0,"Intercultural","H",30,"fem",5,4060
48,12,1,0,0,-1,1,0,0,-1,1,0,0,"Intercultural","H",30,"fem",5,4060
48,7,1,1,-1,0,0,1,0,-1,0,0,0,"Intercultural","H",30,"fem",5,4060
48,10,0,1,0,0,0,1,-1,1,0,0,0,"Intercultural","H",30,"fem",5,4060
48,11,1,0,0,0,0,-1,1,0,1,1,0,"Intercultural","H",30,"fem",5,4060
48,5,0,-1,1,0,-1,0,0,-1,1,0,0,"Intercultural","H",30,"fem",5,4060
48,6,1,-1,1,-1,0,0,-1,1,0,1,0,"Intercultural","H",30,"fem",5,4060
52,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","F",35,"fem",7,4760
52,18,1,1,-1,0,0,0,0,0,1,0,0,"Moseten","F",35,"fem",7,4760
52,6,1,0,-1,1,-1,1,-1,0,0,-1,-1,"Moseten","F",35,"fem",7,4760
52,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","F",35,"fem",7,4760
52,10,1,1,-1,0,0,-1,1,0,0,1,0,"Moseten","F",35,"fem",7,4760
52,8,1,0,0,1,0,1,0,1,0,0,0,"Moseten","F",35,"fem",7,4760
52,9,0,0,0,-1,1,0,0,-1,1,0,0,"Moseten","F",35,"fem",7,4760
52,4,0,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","F",35,"fem",7,4760
52,5,1,0,1,0,0,0,0,1,0,-1,0,"Moseten","F",35,"fem",7,4760
52,7,1,0,1,1,-1,1,-1,0,0,0,-1,"Moseten","F",35,"fem",7,4760
52,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","F",35,"fem",7,4760
52,16,1,1,0,0,0,1,0,0,0,0,1,"Moseten","F",35,"fem",7,4760
52,13,1,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","F",35,"fem",7,4760
52,14,0,0,0,0,0,0,0,0,0,1,0,"Moseten","F",35,"fem",7,4760
52,15,1,-1,0,-1,0,0,1,0,0,0,0,"Moseten","F",35,"fem",7,4760
52,2,0,-1,0,0,-1,-1,1,0,0,1,0,"Moseten","F",35,"fem",7,4760
52,1,1,0,1,-1,1,0,1,1,-1,-1,-1,"Moseten","F",35,"fem",7,4760
52,11,1,1,0,0,-1,0,0,0,1,-1,0,"Moseten","F",35,"fem",7,4760
57,11,1,0,1,0,0,-1,1,-1,1,0,0,"Moseten","I",35,"male",5,120
57,3,1,0,0,0,-1,1,0,0,1,-1,0,"Moseten","I",35,"male",5,120
57,7,1,1,-1,0,0,0,-1,1,-1,0,1,"Moseten","I",35,"male",5,120
57,5,0,0,0,1,-1,1,-1,-1,0,0,1,"Moseten","I",35,"male",5,120
57,6,1,0,1,0,1,0,0,0,0,0,1,"Moseten","I",35,"male",5,120
57,12,0,1,-1,0,1,1,0,0,0,1,0,"Moseten","I",35,"male",5,120
57,4,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","I",35,"male",5,120
57,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","I",35,"male",5,120
57,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","I",35,"male",5,120
57,17,1,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","I",35,"male",5,120
57,8,1,-1,0,0,0,-1,0,0,0,0,1,"Moseten","I",35,"male",5,120
57,13,1,0,-1,0,0,-1,0,0,1,0,1,"Moseten","I",35,"male",5,120
57,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Moseten","I",35,"male",5,120
57,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","I",35,"male",5,120
57,16,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","I",35,"male",5,120
57,18,1,0,0,0,1,0,0,1,0,0,0,"Moseten","I",35,"male",5,120
57,9,0,-1,0,0,0,0,0,-1,1,1,0,"Moseten","I",35,"male",5,120
57,2,1,1,0,0,0,0,0,1,-1,1,-1,"Moseten","I",35,"male",5,120
67,14,0,-1,0,-1,0,0,-1,0,0,1,-1,"Moseten","I",25,"fem",6,1260
67,3,1,0,0,0,-1,1,0,0,1,-1,1,"Moseten","I",25,"fem",6,1260
67,7,0,1,-1,0,0,0,-1,1,-1,0,1,"Moseten","I",25,"fem",6,1260
67,9,1,-1,0,0,0,0,0,-1,1,1,0,"Moseten","I",25,"fem",6,1260
67,10,0,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","I",25,"fem",6,1260
67,4,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","I",25,"fem",6,1260
67,8,0,-1,0,0,0,-1,0,0,0,0,1,"Moseten","I",25,"fem",6,1260
67,5,0,0,0,1,-1,1,-1,-1,0,0,1,"Moseten","I",25,"fem",6,1260
67,13,0,0,-1,0,0,-1,0,0,1,0,0,"Moseten","I",25,"fem",6,1260
67,6,0,0,1,0,1,0,0,0,0,0,0,"Moseten","I",25,"fem",6,1260
67,17,0,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","I",25,"fem",6,1260
67,18,1,0,0,0,1,0,0,1,0,0,-1,"Moseten","I",25,"fem",6,1260
67,2,1,1,0,0,0,0,0,1,-1,1,-1,"Moseten","I",25,"fem",6,1260
67,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","I",25,"fem",6,1260
67,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","I",25,"fem",6,1260
67,11,1,0,1,0,0,-1,1,-1,1,0,1,"Moseten","I",25,"fem",6,1260
67,12,0,1,-1,0,1,1,0,0,0,1,1,"Moseten","I",25,"fem",6,1260
67,16,1,1,-1,0,0,-1,1,0,0,1,0,"Moseten","I",25,"fem",6,1260
68,11,1,0,1,0,0,-1,1,-1,1,0,0,"Moseten","I",25,"fem",12,-460
68,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","I",25,"fem",12,-460
68,12,0,1,-1,0,1,1,0,0,0,1,0,"Moseten","I",25,"fem",12,-460
68,18,1,0,0,0,1,0,0,1,0,0,-1,"Moseten","I",25,"fem",12,-460
68,8,0,-1,0,0,0,-1,0,0,0,0,1,"Moseten","I",25,"fem",12,-460
68,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","I",25,"fem",12,-460
68,13,1,0,-1,0,0,-1,0,0,1,0,0,"Moseten","I",25,"fem",12,-460
68,6,1,0,1,0,1,0,0,0,0,0,0,"Moseten","I",25,"fem",12,-460
68,7,0,1,-1,0,0,0,-1,1,-1,0,0,"Moseten","I",25,"fem",12,-460
68,10,0,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","I",25,"fem",12,-460
68,5,0,0,0,1,-1,1,-1,-1,0,0,1,"Moseten","I",25,"fem",12,-460
68,4,0,0,-1,0,1,-1,1,0,-1,-1,-1,"Moseten","I",25,"fem",12,-460
68,14,1,-1,0,-1,0,0,-1,0,0,1,-1,"Moseten","I",25,"fem",12,-460
68,17,0,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","I",25,"fem",12,-460
68,9,1,-1,0,0,0,0,0,-1,1,1,0,"Moseten","I",25,"fem",12,-460
68,2,1,1,0,0,0,0,0,1,-1,1,-1,"Moseten","I",25,"fem",12,-460
68,16,1,1,-1,0,0,-1,1,0,0,1,0,"Moseten","I",25,"fem",12,-460
68,3,1,0,0,0,-1,1,0,0,1,-1,1,"Moseten","I",25,"fem",12,-460
72,15,0,-1,0,-1,0,0,1,0,0,0,0,"Moseten","F",20,"fem",8,1640
72,16,1,1,0,0,0,1,0,0,0,0,0,"Moseten","F",20,"fem",8,1640
72,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","F",20,"fem",8,1640
72,18,1,1,-1,0,0,0,0,0,1,0,0,"Moseten","F",20,"fem",8,1640
72,10,0,1,-1,0,0,-1,1,0,0,1,-1,"Moseten","F",20,"fem",8,1640
72,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","F",20,"fem",8,1640
72,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","F",20,"fem",8,1640
72,1,1,0,1,-1,1,0,1,1,-1,-1,0,"Moseten","F",20,"fem",8,1640
72,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","F",20,"fem",8,1640
72,2,0,-1,0,0,-1,-1,1,0,0,1,-1,"Moseten","F",20,"fem",8,1640
72,6,1,0,-1,1,-1,1,-1,0,0,-1,0,"Moseten","F",20,"fem",8,1640
72,9,0,0,0,-1,1,0,0,-1,1,0,-1,"Moseten","F",20,"fem",8,1640
72,7,0,0,1,1,-1,1,-1,0,0,0,0,"Moseten","F",20,"fem",8,1640
72,8,1,0,0,1,0,1,0,1,0,0,0,"Moseten","F",20,"fem",8,1640
72,5,1,0,1,0,0,0,0,1,0,-1,-1,"Moseten","F",20,"fem",8,1640
72,14,0,0,0,0,0,0,0,0,0,1,0,"Moseten","F",20,"fem",8,1640
72,11,1,1,0,0,-1,0,0,0,1,-1,1,"Moseten","F",20,"fem",8,1640
72,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","F",20,"fem",8,1640
74,18,0,0,0,0,1,0,0,1,0,0,0,"Moseten","I",55,"fem",4,2920
74,13,1,0,-1,0,0,-1,0,0,1,0,1,"Moseten","I",55,"fem",4,2920
74,9,0,-1,0,0,0,0,0,-1,1,1,0,"Moseten","I",55,"fem",4,2920
74,17,1,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","I",55,"fem",4,2920
74,11,1,0,1,0,0,-1,1,-1,1,0,0,"Moseten","I",55,"fem",4,2920
74,12,0,1,-1,0,1,1,0,0,0,1,0,"Moseten","I",55,"fem",4,2920
74,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","I",55,"fem",4,2920
74,2,0,1,0,0,0,0,0,1,-1,1,-1,"Moseten","I",55,"fem",4,2920
74,3,1,0,0,0,-1,1,0,0,1,-1,0,"Moseten","I",55,"fem",4,2920
74,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","I",55,"fem",4,2920
74,4,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","I",55,"fem",4,2920
74,7,0,1,-1,0,0,0,-1,1,-1,0,1,"Moseten","I",55,"fem",4,2920
74,5,0,0,0,1,-1,1,-1,-1,0,0,1,"Moseten","I",55,"fem",4,2920
74,6,0,0,1,0,1,0,0,0,0,0,1,"Moseten","I",55,"fem",4,2920
74,16,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","I",55,"fem",4,2920
74,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Moseten","I",55,"fem",4,2920
74,8,0,-1,0,0,0,-1,0,0,0,0,1,"Moseten","I",55,"fem",4,2920
74,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","I",55,"fem",4,2920
77,13,0,0,1,-1,1,0,0,0,-1,NA,1,"Intercultural","F",45,"male",4,-11540
77,4,1,0,-1,-1,1,0,0,0,-1,NA,0,"Intercultural","F",45,"male",4,-11540
77,5,0,0,1,0,0,0,0,1,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,12,1,0,-1,1,-1,1,0,1,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,3,0,0,0,1,-1,-1,1,-1,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,8,0,0,0,1,0,1,0,1,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,9,0,0,0,-1,1,0,0,-1,1,NA,0,"Intercultural","F",45,"male",4,-11540
77,6,1,0,-1,1,-1,1,-1,0,0,NA,-1,"Intercultural","F",45,"male",4,-11540
77,7,1,0,1,1,-1,1,-1,0,0,NA,-1,"Intercultural","F",45,"male",4,-11540
77,2,1,-1,0,0,-1,-1,1,0,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,14,0,0,0,0,0,0,0,0,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,11,0,1,0,0,-1,0,0,0,1,NA,0,"Intercultural","F",45,"male",4,-11540
77,18,1,1,-1,0,0,0,0,0,1,NA,0,"Intercultural","F",45,"male",4,-11540
77,15,1,-1,0,-1,0,0,1,0,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,1,1,0,1,-1,1,0,1,1,-1,NA,-1,"Intercultural","F",45,"male",4,-11540
77,10,1,1,-1,0,0,-1,1,0,0,NA,0,"Intercultural","F",45,"male",4,-11540
77,17,1,1,-1,0,0,0,0,0,-1,NA,0,"Intercultural","F",45,"male",4,-11540
77,16,0,1,0,0,0,1,0,0,0,NA,1,"Intercultural","F",45,"male",4,-11540
78,15,1,-1,0,-1,0,0,1,0,0,0,0,"Moseten","E",50,"male",1,2400
78,6,1,0,-1,1,-1,1,-1,0,0,-1,0,"Moseten","E",50,"male",1,2400
78,16,0,1,0,0,0,1,0,0,0,0,0,"Moseten","E",50,"male",1,2400
78,18,1,1,-1,0,0,0,0,0,1,0,0,"Moseten","E",50,"male",1,2400
78,2,1,-1,0,0,-1,-1,1,0,0,1,0,"Moseten","E",50,"male",1,2400
78,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","E",50,"male",1,2400
78,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","E",50,"male",1,2400
78,1,1,0,1,-1,1,0,1,1,-1,-1,0,"Moseten","E",50,"male",1,2400
78,8,1,0,0,1,0,1,0,1,0,0,0,"Moseten","E",50,"male",1,2400
78,9,1,0,0,-1,1,0,0,-1,1,0,0,"Moseten","E",50,"male",1,2400
78,11,0,1,0,0,-1,0,0,0,1,-1,0,"Moseten","E",50,"male",1,2400
78,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","E",50,"male",1,2400
78,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","E",50,"male",1,2400
78,5,1,0,1,0,0,0,0,1,0,-1,0,"Moseten","E",50,"male",1,2400
78,10,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","E",50,"male",1,2400
78,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","E",50,"male",1,2400
