"RID","Order","Chose_R","Loc.SameValley_Diff","Loc.City_Diff","Wealth.High_Diff","Wealth.Med_Diff","Trust.Med_Diff","Trust.High_Diff","Good.Med_Diff","Good.High_Diff","Relig.Other_Diff","Pueblo.Other_Diff","Population","Version","Age","Sex","School_Yrs","NetIncome"
78,7,0,0,1,1,-1,1,-1,0,0,0,0,"Moseten","E",50,"male",1,2400
78,14,0,0,0,0,0,0,0,0,0,1,0,"Moseten","E",50,"male",1,2400
82,9,1,-1,1,0,0,0,-1,1,-1,0,0,"Intercultural","B",30,"fem",12,12073
82,4,1,0,1,0,0,-1,1,1,-1,0,0,"Intercultural","B",30,"fem",12,12073
82,6,1,0,0,-1,1,-1,1,-1,0,-1,0,"Intercultural","B",30,"fem",12,12073
82,18,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","B",30,"fem",12,12073
82,15,0,0,0,0,1,1,-1,-1,1,1,0,"Intercultural","B",30,"fem",12,12073
82,1,0,-1,1,1,-1,1,0,0,-1,1,0,"Intercultural","B",30,"fem",12,12073
82,2,1,-1,1,0,0,-1,1,0,0,0,0,"Intercultural","B",30,"fem",12,12073
82,8,1,-1,1,0,0,0,0,0,-1,0,0,"Intercultural","B",30,"fem",12,12073
82,12,0,0,-1,0,1,-1,1,0,-1,-1,0,"Intercultural","B",30,"fem",12,12073
82,13,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","B",30,"fem",12,12073
82,10,1,-1,0,0,0,-1,0,0,0,0,0,"Intercultural","B",30,"fem",12,12073
82,7,1,0,0,0,0,1,-1,0,-1,-1,1,"Intercultural","B",30,"fem",12,12073
82,3,1,1,0,0,0,1,0,0,0,0,0,"Intercultural","B",30,"fem",12,12073
82,5,1,1,0,0,0,0,1,0,1,0,0,"Intercultural","B",30,"fem",12,12073
82,11,1,0,0,1,-1,0,0,1,-1,0,0,"Intercultural","B",30,"fem",12,12073
82,14,1,1,0,0,0,0,0,-1,1,0,-1,"Intercultural","B",30,"fem",12,12073
82,16,1,0,-1,0,0,0,0,-1,0,-1,0,"Intercultural","B",30,"fem",12,12073
82,17,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","B",30,"fem",12,12073
83,9,0,0,0,-1,1,0,0,-1,1,0,0,"Intercultural","E",40,"fem",8,-1850
83,16,1,1,0,0,0,1,0,0,0,0,1,"Intercultural","E",40,"fem",8,-1850
83,1,1,0,1,-1,1,0,1,1,-1,-1,-1,"Intercultural","E",40,"fem",8,-1850
83,11,1,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","E",40,"fem",8,-1850
83,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Intercultural","E",40,"fem",8,-1850
83,13,0,0,1,-1,1,0,0,0,-1,-1,1,"Intercultural","E",40,"fem",8,-1850
83,10,1,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","E",40,"fem",8,-1850
83,18,0,1,-1,0,0,0,0,0,1,0,0,"Intercultural","E",40,"fem",8,-1850
83,2,0,-1,0,0,-1,-1,1,0,0,1,0,"Intercultural","E",40,"fem",8,-1850
83,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Intercultural","E",40,"fem",8,-1850
83,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","E",40,"fem",8,-1850
83,5,1,0,1,0,0,0,0,1,0,-1,0,"Intercultural","E",40,"fem",8,-1850
83,6,1,0,-1,1,-1,1,-1,0,0,-1,-1,"Intercultural","E",40,"fem",8,-1850
83,7,1,0,1,1,-1,1,-1,0,0,0,-1,"Intercultural","E",40,"fem",8,-1850
83,8,1,0,0,1,0,1,0,1,0,0,0,"Intercultural","E",40,"fem",8,-1850
83,14,1,0,0,0,0,0,0,0,0,1,0,"Intercultural","E",40,"fem",8,-1850
83,17,1,1,-1,0,0,0,0,0,-1,1,0,"Intercultural","E",40,"fem",8,-1850
83,15,0,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","E",40,"fem",8,-1850
92,11,0,0,0,1,-1,0,0,1,-1,0,0,"Intercultural","B",50,"fem",12,3640
92,5,0,1,0,0,0,0,1,0,1,0,0,"Intercultural","B",50,"fem",12,3640
92,6,1,0,0,-1,1,-1,1,-1,0,-1,0,"Intercultural","B",50,"fem",12,3640
92,12,0,0,-1,0,1,-1,1,0,-1,-1,0,"Intercultural","B",50,"fem",12,3640
92,13,1,0,0,0,0,0,0,0,0,-1,1,"Intercultural","B",50,"fem",12,3640
92,8,1,-1,1,0,0,0,0,0,-1,0,0,"Intercultural","B",50,"fem",12,3640
92,10,1,-1,0,0,0,-1,0,0,0,0,1,"Intercultural","B",50,"fem",12,3640
92,7,1,0,0,0,0,1,-1,0,-1,-1,1,"Intercultural","B",50,"fem",12,3640
92,18,0,0,0,0,0,0,0,0,0,-1,0,"Intercultural","B",50,"fem",12,3640
92,1,0,-1,1,1,-1,1,0,0,-1,1,1,"Intercultural","B",50,"fem",12,3640
92,9,1,-1,1,0,0,0,-1,1,-1,0,0,"Intercultural","B",50,"fem",12,3640
92,3,1,1,0,0,0,1,0,0,0,0,1,"Intercultural","B",50,"fem",12,3640
92,4,1,0,1,0,0,-1,1,1,-1,0,1,"Intercultural","B",50,"fem",12,3640
92,16,0,0,-1,0,0,0,0,-1,0,-1,0,"Intercultural","B",50,"fem",12,3640
92,17,0,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","B",50,"fem",12,3640
92,14,1,1,0,0,0,0,0,-1,1,0,-1,"Intercultural","B",50,"fem",12,3640
92,2,1,-1,1,0,0,-1,1,0,0,0,0,"Intercultural","B",50,"fem",12,3640
92,15,1,0,0,0,1,1,-1,-1,1,1,1,"Intercultural","B",50,"fem",12,3640
94,17,0,0,1,-1,1,0,0,0,-1,-1,0,"Intercultural","J",45,"fem",8,2868
94,16,0,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","J",45,"fem",8,2868
94,11,0,0,1,0,0,-1,1,-1,1,0,-1,"Intercultural","J",45,"fem",8,2868
94,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Intercultural","J",45,"fem",8,2868
94,1,0,0,-1,0,0,-1,1,1,-1,0,0,"Intercultural","J",45,"fem",8,2868
94,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Intercultural","J",45,"fem",8,2868
94,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Intercultural","J",45,"fem",8,2868
94,3,1,0,0,0,-1,1,0,0,1,-1,0,"Intercultural","J",45,"fem",8,2868
94,8,0,-1,0,0,0,-1,0,0,0,0,0,"Intercultural","J",45,"fem",8,2868
94,9,0,-1,0,0,0,0,0,-1,1,1,0,"Intercultural","J",45,"fem",8,2868
94,18,1,0,0,0,1,0,0,1,0,0,0,"Intercultural","J",45,"fem",8,2868
94,6,0,0,1,0,1,0,0,0,0,0,0,"Intercultural","J",45,"fem",8,2868
94,12,0,1,-1,0,1,1,0,0,0,1,-1,"Intercultural","J",45,"fem",8,2868
94,13,1,0,-1,0,0,-1,0,0,1,0,0,"Intercultural","J",45,"fem",8,2868
94,7,0,1,-1,0,0,0,-1,1,-1,0,-1,"Intercultural","J",45,"fem",8,2868
94,5,0,0,0,1,-1,1,-1,-1,0,0,0,"Intercultural","J",45,"fem",8,2868
94,2,1,1,0,0,0,0,0,1,-1,1,0,"Intercultural","J",45,"fem",8,2868
94,4,0,0,-1,0,1,-1,1,0,-1,-1,-1,"Intercultural","J",45,"fem",8,2868
95,2,1,-1,0,0,0,0,0,1,-1,0,-1,"Intercultural","G",40,"fem",12,895
95,7,1,1,-1,0,0,1,0,-1,0,0,0,"Intercultural","G",40,"fem",12,895
95,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Intercultural","G",40,"fem",12,895
95,6,0,-1,1,-1,0,0,-1,1,0,1,-1,"Intercultural","G",40,"fem",12,895
95,9,1,-1,1,0,0,1,0,-1,0,0,0,"Intercultural","G",40,"fem",12,895
95,15,0,0,1,0,-1,-1,0,1,-1,1,1,"Intercultural","G",40,"fem",12,895
95,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Intercultural","G",40,"fem",12,895
95,14,1,0,0,1,0,0,1,-1,1,1,-1,"Intercultural","G",40,"fem",12,895
95,8,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","G",40,"fem",12,895
95,11,0,0,0,0,0,-1,1,0,1,1,1,"Intercultural","G",40,"fem",12,895
95,5,0,-1,1,0,-1,0,0,-1,1,0,1,"Intercultural","G",40,"fem",12,895
95,1,1,0,1,-1,1,-1,1,0,0,-1,0,"Intercultural","G",40,"fem",12,895
95,12,1,0,0,-1,1,0,0,-1,1,0,0,"Intercultural","G",40,"fem",12,895
95,4,1,0,-1,1,0,-1,0,0,0,-1,-1,"Intercultural","G",40,"fem",12,895
95,3,1,1,0,1,0,0,-1,0,0,0,-1,"Intercultural","G",40,"fem",12,895
95,16,1,0,0,0,0,1,0,-1,1,0,0,"Intercultural","G",40,"fem",12,895
95,17,1,1,-1,-1,1,0,-1,0,0,1,-1,"Intercultural","G",40,"fem",12,895
95,10,0,1,0,0,0,1,-1,1,0,0,0,"Intercultural","G",40,"fem",12,895
97,14,1,-1,0,-1,0,0,-1,0,0,NA,-1,"Intercultural","J",25,"male",12,5800
97,13,1,0,-1,0,0,-1,0,0,1,NA,-1,"Intercultural","J",25,"male",12,5800
97,9,1,-1,0,0,0,0,0,-1,1,NA,0,"Intercultural","J",25,"male",12,5800
97,17,0,0,1,-1,1,0,0,0,-1,NA,0,"Intercultural","J",25,"male",12,5800
97,1,1,0,-1,0,0,-1,1,1,-1,NA,0,"Intercultural","J",25,"male",12,5800
97,10,1,0,-1,1,-1,0,0,0,1,NA,0,"Intercultural","J",25,"male",12,5800
97,4,0,0,-1,0,1,-1,1,0,-1,NA,0,"Intercultural","J",25,"male",12,5800
97,18,1,0,0,0,1,0,0,1,0,NA,-1,"Intercultural","J",25,"male",12,5800
97,2,0,1,0,0,0,0,0,1,-1,NA,0,"Intercultural","J",25,"male",12,5800
97,16,0,1,-1,0,0,-1,1,0,0,NA,0,"Intercultural","J",25,"male",12,5800
97,12,0,1,-1,0,1,1,0,0,0,NA,1,"Intercultural","J",25,"male",12,5800
97,7,0,1,-1,0,0,0,-1,1,-1,NA,0,"Intercultural","J",25,"male",12,5800
97,8,0,-1,0,0,0,-1,0,0,0,NA,0,"Intercultural","J",25,"male",12,5800
97,3,1,0,0,0,-1,1,0,0,1,NA,1,"Intercultural","J",25,"male",12,5800
97,15,1,-1,0,-1,1,1,-1,0,1,NA,0,"Intercultural","J",25,"male",12,5800
97,11,0,0,1,0,0,-1,1,-1,1,NA,1,"Intercultural","J",25,"male",12,5800
97,5,0,0,0,1,-1,1,-1,-1,0,NA,0,"Intercultural","J",25,"male",12,5800
97,6,0,0,1,0,1,0,0,0,0,NA,-1,"Intercultural","J",25,"male",12,5800
98,18,0,0,0,0,0,0,0,0,0,-1,0,"Moseten","B",35,"fem",4,25340
98,11,1,0,0,1,-1,0,0,1,-1,0,0,"Moseten","B",35,"fem",4,25340
98,17,0,-1,0,-1,0,0,1,0,0,0,0,"Moseten","B",35,"fem",4,25340
98,9,0,-1,1,0,0,0,-1,1,-1,0,0,"Moseten","B",35,"fem",4,25340
98,7,0,0,0,0,0,1,-1,0,-1,-1,0,"Moseten","B",35,"fem",4,25340
98,16,0,0,-1,0,0,0,0,-1,0,-1,0,"Moseten","B",35,"fem",4,25340
98,2,1,-1,1,0,0,-1,1,0,0,0,0,"Moseten","B",35,"fem",4,25340
98,12,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","B",35,"fem",4,25340
98,8,0,-1,1,0,0,0,0,0,-1,0,0,"Moseten","B",35,"fem",4,25340
98,4,0,0,1,0,0,-1,1,1,-1,0,1,"Moseten","B",35,"fem",4,25340
98,6,1,0,0,-1,1,-1,1,-1,0,-1,0,"Moseten","B",35,"fem",4,25340
98,10,0,-1,0,0,0,-1,0,0,0,0,1,"Moseten","B",35,"fem",4,25340
98,3,0,1,0,0,0,1,0,0,0,0,1,"Moseten","B",35,"fem",4,25340
98,14,1,1,0,0,0,0,0,-1,1,0,0,"Moseten","B",35,"fem",4,25340
98,15,0,0,0,0,1,1,-1,-1,1,1,1,"Moseten","B",35,"fem",4,25340
98,1,0,-1,1,1,-1,1,0,0,-1,1,1,"Moseten","B",35,"fem",4,25340
98,13,0,0,0,0,0,0,0,0,0,-1,1,"Moseten","B",35,"fem",4,25340
98,5,1,1,0,0,0,0,1,0,1,0,0,"Moseten","B",35,"fem",4,25340
100,2,0,-1,0,0,-1,-1,1,0,0,1,0,"Intercultural","E",50,"male",11,1200
100,6,1,0,-1,1,-1,1,-1,0,0,-1,1,"Intercultural","E",50,"male",11,1200
100,18,1,1,-1,0,0,0,0,0,1,0,-1,"Intercultural","E",50,"male",11,1200
100,16,0,1,0,0,0,1,0,0,0,0,-1,"Intercultural","E",50,"male",11,1200
100,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","E",50,"male",11,1200
100,10,1,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","E",50,"male",11,1200
100,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Intercultural","E",50,"male",11,1200
100,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Intercultural","E",50,"male",11,1200
100,14,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","E",50,"male",11,1200
100,17,0,1,-1,0,0,0,0,0,-1,1,0,"Intercultural","E",50,"male",11,1200
100,9,1,0,0,-1,1,0,0,-1,1,0,1,"Intercultural","E",50,"male",11,1200
100,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Intercultural","E",50,"male",11,1200
100,7,1,0,1,1,-1,1,-1,0,0,0,1,"Intercultural","E",50,"male",11,1200
100,15,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","E",50,"male",11,1200
100,11,1,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","E",50,"male",11,1200
100,1,1,0,1,-1,1,0,1,1,-1,-1,1,"Intercultural","E",50,"male",11,1200
100,8,1,0,0,1,0,1,0,1,0,0,-1,"Intercultural","E",50,"male",11,1200
100,5,1,0,1,0,0,0,0,1,0,-1,0,"Intercultural","E",50,"male",11,1200
102,13,1,0,-1,0,0,-1,0,0,1,0,0,"Intercultural","I",30,"fem",7,-3730
102,8,1,-1,0,0,0,-1,0,0,0,0,0,"Intercultural","I",30,"fem",7,-3730
102,4,1,0,-1,0,1,-1,1,0,-1,-1,-1,"Intercultural","I",30,"fem",7,-3730
102,5,0,0,0,1,-1,1,-1,-1,0,0,0,"Intercultural","I",30,"fem",7,-3730
102,2,0,1,0,0,0,0,0,1,-1,1,0,"Intercultural","I",30,"fem",7,-3730
102,18,1,0,0,0,1,0,0,1,0,0,0,"Intercultural","I",30,"fem",7,-3730
102,15,0,-1,0,-1,1,1,-1,0,1,1,0,"Intercultural","I",30,"fem",7,-3730
102,16,0,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","I",30,"fem",7,-3730
102,17,0,0,1,-1,1,0,0,0,-1,-1,0,"Intercultural","I",30,"fem",7,-3730
102,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Intercultural","I",30,"fem",7,-3730
102,12,0,1,-1,0,1,1,0,0,0,1,-1,"Intercultural","I",30,"fem",7,-3730
102,7,1,1,-1,0,0,0,-1,1,-1,0,-1,"Intercultural","I",30,"fem",7,-3730
102,9,0,-1,0,0,0,0,0,-1,1,1,0,"Intercultural","I",30,"fem",7,-3730
102,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Intercultural","I",30,"fem",7,-3730
102,3,1,0,0,0,-1,1,0,0,1,-1,0,"Intercultural","I",30,"fem",7,-3730
102,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Intercultural","I",30,"fem",7,-3730
102,11,1,0,1,0,0,-1,1,-1,1,0,-1,"Intercultural","I",30,"fem",7,-3730
102,6,1,0,1,0,1,0,0,0,0,0,0,"Intercultural","I",30,"fem",7,-3730
105,6,1,0,0,-1,1,-1,1,-1,0,-1,0,"Moseten","B",25,"male",12,3040
105,18,1,0,0,0,0,0,0,0,0,-1,1,"Moseten","B",25,"male",12,3040
105,12,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","B",25,"male",12,3040
105,3,1,1,0,0,0,1,0,0,0,0,0,"Moseten","B",25,"male",12,3040
105,9,1,-1,1,0,0,0,-1,1,-1,0,-1,"Moseten","B",25,"male",12,3040
105,2,0,-1,1,0,0,-1,1,0,0,0,0,"Moseten","B",25,"male",12,3040
105,16,1,0,-1,0,0,0,0,-1,0,-1,0,"Moseten","B",25,"male",12,3040
105,17,1,-1,0,-1,0,0,1,0,0,0,1,"Moseten","B",25,"male",12,3040
105,10,1,-1,0,0,0,-1,0,0,0,0,-1,"Moseten","B",25,"male",12,3040
105,1,0,-1,1,1,-1,1,0,0,-1,1,0,"Moseten","B",25,"male",12,3040
105,14,0,1,0,0,0,0,0,-1,1,0,1,"Moseten","B",25,"male",12,3040
105,7,1,0,0,0,0,1,-1,0,-1,-1,-1,"Moseten","B",25,"male",12,3040
105,8,1,-1,1,0,0,0,0,0,-1,0,-1,"Moseten","B",25,"male",12,3040
105,13,1,0,0,0,0,0,0,0,0,-1,-1,"Moseten","B",25,"male",12,3040
105,11,1,0,0,1,-1,0,0,1,-1,0,0,"Moseten","B",25,"male",12,3040
105,4,0,0,1,0,0,-1,1,1,-1,0,0,"Moseten","B",25,"male",12,3040
105,15,0,0,0,0,1,1,-1,-1,1,1,-1,"Moseten","B",25,"male",12,3040
105,5,0,1,0,0,0,0,1,0,1,0,0,"Moseten","B",25,"male",12,3040
107,17,0,1,-1,-1,1,0,-1,0,0,1,1,"Moseten","H",55,"male",10,1000
107,16,1,0,0,0,0,1,0,-1,1,0,0,"Moseten","H",55,"male",10,1000
107,15,0,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","H",55,"male",10,1000
107,6,0,-1,1,-1,0,0,-1,1,0,1,1,"Moseten","H",55,"male",10,1000
107,4,1,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","H",55,"male",10,1000
107,5,1,-1,1,0,-1,0,0,-1,1,0,0,"Moseten","H",55,"male",10,1000
107,9,1,-1,1,0,0,1,0,-1,0,0,-1,"Moseten","H",55,"male",10,1000
107,2,1,-1,0,0,0,0,0,1,-1,0,0,"Moseten","H",55,"male",10,1000
107,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","H",55,"male",10,1000
107,14,0,0,0,1,0,0,1,-1,1,1,0,"Moseten","H",55,"male",10,1000
107,11,0,0,0,0,0,-1,1,0,1,1,0,"Moseten","H",55,"male",10,1000
107,12,1,0,0,-1,1,0,0,-1,1,0,0,"Moseten","H",55,"male",10,1000
107,1,1,0,1,-1,1,-1,1,0,0,-1,-1,"Moseten","H",55,"male",10,1000
107,10,0,1,0,0,0,1,-1,1,0,0,0,"Moseten","H",55,"male",10,1000
107,8,0,0,0,0,0,0,0,0,0,1,0,"Moseten","H",55,"male",10,1000
107,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","H",55,"male",10,1000
107,3,0,1,0,1,0,0,-1,0,0,0,0,"Moseten","H",55,"male",10,1000
107,7,1,1,-1,0,0,1,0,-1,0,0,0,"Moseten","H",55,"male",10,1000
109,14,1,0,1,0,0,1,-1,-1,1,0,-1,"Intercultural","D",30,"fem",12,8229.96
109,12,0,0,0,1,0,-1,1,0,0,0,0,"Intercultural","D",30,"fem",12,8229.96
109,13,0,0,1,1,0,0,0,-1,1,1,0,"Intercultural","D",30,"fem",12,8229.96
109,10,1,-1,0,1,0,1,-1,1,-1,-1,0,"Intercultural","D",30,"fem",12,8229.96
109,2,1,0,0,-1,0,1,0,-1,0,-1,0,"Intercultural","D",30,"fem",12,8229.96
109,18,0,1,0,0,0,-1,0,0,0,-1,1,"Intercultural","D",30,"fem",12,8229.96
109,6,0,-1,0,-1,0,0,-1,0,0,1,-1,"Intercultural","D",30,"fem",12,8229.96
109,15,1,0,0,0,0,0,0,0,0,-1,-1,"Intercultural","D",30,"fem",12,8229.96
109,8,1,-1,1,0,0,0,0,0,1,-1,0,"Intercultural","D",30,"fem",12,8229.96
109,17,0,-1,1,0,0,1,-1,0,0,1,0,"Intercultural","D",30,"fem",12,8229.96
109,11,1,1,0,0,-1,0,0,0,1,-1,-1,"Intercultural","D",30,"fem",12,8229.96
109,16,1,0,-1,0,0,1,0,0,1,0,1,"Intercultural","D",30,"fem",12,8229.96
109,1,1,0,0,0,0,-1,1,0,1,1,0,"Intercultural","D",30,"fem",12,8229.96
109,9,0,1,0,0,0,0,0,1,-1,1,0,"Intercultural","D",30,"fem",12,8229.96
109,3,0,1,-1,0,0,0,-1,-1,1,0,0,"Intercultural","D",30,"fem",12,8229.96
109,4,0,1,0,1,-1,-1,0,1,-1,0,0,"Intercultural","D",30,"fem",12,8229.96
109,5,0,0,0,0,0,0,-1,-1,0,-1,-1,"Intercultural","D",30,"fem",12,8229.96
109,7,1,0,-1,1,0,0,0,1,-1,-1,0,"Intercultural","D",30,"fem",12,8229.96
110,1,0,0,1,-1,1,-1,1,0,0,1,-1,"Intercultural","H",30,"fem",6,520
110,15,0,0,1,0,-1,-1,0,1,-1,-1,0,"Intercultural","H",30,"fem",6,520
110,13,0,0,0,-1,0,0,-1,1,-1,-1,0,"Intercultural","H",30,"fem",6,520
110,14,1,0,0,1,0,0,1,-1,1,-1,0,"Intercultural","H",30,"fem",6,520
110,12,0,0,0,-1,1,0,0,-1,1,0,0,"Intercultural","H",30,"fem",6,520
110,4,0,0,-1,1,0,-1,0,0,0,1,0,"Intercultural","H",30,"fem",6,520
110,5,0,-1,1,0,-1,0,0,-1,1,0,0,"Intercultural","H",30,"fem",6,520
110,17,0,1,-1,-1,1,0,-1,0,0,-1,1,"Intercultural","H",30,"fem",6,520
110,2,1,-1,0,0,0,0,0,1,-1,0,0,"Intercultural","H",30,"fem",6,520
110,9,1,-1,1,0,0,1,0,-1,0,0,-1,"Intercultural","H",30,"fem",6,520
110,16,0,0,0,0,0,1,0,-1,1,0,0,"Intercultural","H",30,"fem",6,520
110,6,0,-1,1,-1,0,0,-1,1,0,-1,1,"Intercultural","H",30,"fem",6,520
110,7,0,1,-1,0,0,1,0,-1,0,0,0,"Intercultural","H",30,"fem",6,520
110,10,1,1,0,0,0,1,-1,1,0,0,0,"Intercultural","H",30,"fem",6,520
110,18,0,-1,0,0,-1,0,0,0,-1,-1,0,"Intercultural","H",30,"fem",6,520
110,11,1,0,0,0,0,-1,1,0,1,-1,0,"Intercultural","H",30,"fem",6,520
110,3,0,1,0,1,0,0,-1,0,0,0,0,"Intercultural","H",30,"fem",6,520
110,8,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","H",30,"fem",6,520
112,3,1,0,0,0,-1,1,0,0,1,-1,0,"Moseten","I",35,"male",12,1980
112,5,0,0,0,1,-1,1,-1,-1,0,0,1,"Moseten","I",35,"male",12,1980
112,11,1,0,1,0,0,-1,1,-1,1,0,-1,"Moseten","I",35,"male",12,1980
112,12,0,1,-1,0,1,1,0,0,0,1,-1,"Moseten","I",35,"male",12,1980
112,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","I",35,"male",12,1980
112,15,0,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","I",35,"male",12,1980
112,9,0,-1,0,0,0,0,0,-1,1,1,0,"Moseten","I",35,"male",12,1980
112,18,1,0,0,0,1,0,0,1,0,0,0,"Moseten","I",35,"male",12,1980
112,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","I",35,"male",12,1980
112,2,0,1,0,0,0,0,0,1,-1,1,-1,"Moseten","I",35,"male",12,1980
112,16,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","I",35,"male",12,1980
112,13,0,0,-1,0,0,-1,0,0,1,0,1,"Moseten","I",35,"male",12,1980
112,6,1,0,1,0,1,0,0,0,0,0,1,"Moseten","I",35,"male",12,1980
112,14,0,-1,0,-1,0,0,-1,0,0,1,0,"Moseten","I",35,"male",12,1980
112,7,0,1,-1,0,0,0,-1,1,-1,0,0,"Moseten","I",35,"male",12,1980
112,8,1,-1,0,0,0,-1,0,0,0,0,1,"Moseten","I",35,"male",12,1980
112,17,1,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","I",35,"male",12,1980
112,4,1,0,-1,0,1,-1,1,0,-1,-1,-1,"Moseten","I",35,"male",12,1980
113,18,1,1,-1,0,0,0,0,0,1,0,-1,"Intercultural","E",45,"fem",12,1550
113,16,1,1,0,0,0,1,0,0,0,0,-1,"Intercultural","E",45,"fem",12,1550
113,17,0,1,-1,0,0,0,0,0,-1,1,0,"Intercultural","E",45,"fem",12,1550
113,11,0,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","E",45,"fem",12,1550
113,14,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","E",45,"fem",12,1550
113,4,0,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","E",45,"fem",12,1550
113,5,1,0,1,0,0,0,0,1,0,-1,0,"Intercultural","E",45,"fem",12,1550
113,1,0,0,1,-1,1,0,1,1,-1,-1,1,"Intercultural","E",45,"fem",12,1550
113,10,1,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","E",45,"fem",12,1550
113,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Intercultural","E",45,"fem",12,1550
113,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Intercultural","E",45,"fem",12,1550
113,9,1,0,0,-1,1,0,0,-1,1,0,1,"Intercultural","E",45,"fem",12,1550
113,8,1,0,0,1,0,1,0,1,0,0,-1,"Intercultural","E",45,"fem",12,1550
113,7,0,0,1,1,-1,1,-1,0,0,0,1,"Intercultural","E",45,"fem",12,1550
113,2,1,-1,0,0,-1,-1,1,0,0,1,0,"Intercultural","E",45,"fem",12,1550
113,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Intercultural","E",45,"fem",12,1550
113,6,0,0,-1,1,-1,1,-1,0,0,-1,1,"Intercultural","E",45,"fem",12,1550
113,15,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","E",45,"fem",12,1550
115,9,0,1,0,0,0,0,0,1,-1,1,0,"Moseten","D",25,"male",12,1470
115,8,0,-1,1,0,0,0,0,0,1,-1,0,"Moseten","D",25,"male",12,1470
115,12,1,0,0,1,0,-1,1,0,0,0,0,"Moseten","D",25,"male",12,1470
115,18,0,1,0,0,0,-1,0,0,0,-1,1,"Moseten","D",25,"male",12,1470
115,13,1,0,1,1,0,0,0,-1,1,1,0,"Moseten","D",25,"male",12,1470
115,14,0,0,1,0,0,1,-1,-1,1,0,-1,"Moseten","D",25,"male",12,1470
115,5,0,0,0,0,0,0,-1,-1,0,-1,-1,"Moseten","D",25,"male",12,1470
115,6,1,-1,0,-1,0,0,-1,0,0,1,-1,"Moseten","D",25,"male",12,1470
115,16,1,0,-1,0,0,1,0,0,1,0,1,"Moseten","D",25,"male",12,1470
115,4,0,1,0,1,-1,-1,0,1,-1,0,0,"Moseten","D",25,"male",12,1470
115,15,1,0,0,0,0,0,0,0,0,-1,-1,"Moseten","D",25,"male",12,1470
115,7,0,0,-1,1,0,0,0,1,-1,-1,0,"Moseten","D",25,"male",12,1470
115,2,1,0,0,-1,0,1,0,-1,0,-1,0,"Moseten","D",25,"male",12,1470
115,17,0,-1,1,0,0,1,-1,0,0,1,0,"Moseten","D",25,"male",12,1470
115,11,1,1,0,0,-1,0,0,0,1,-1,-1,"Moseten","D",25,"male",12,1470
115,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Moseten","D",25,"male",12,1470
115,10,1,-1,0,1,0,1,-1,1,-1,-1,0,"Moseten","D",25,"male",12,1470
115,1,1,0,0,0,0,-1,1,0,1,1,0,"Moseten","D",25,"male",12,1470
